cats	Index	Forms	Notes_id	Dutch	English	Indonesian	v1894	v1904/1911	v1931	Swadesh	Swadesh_orig	remark	nt_form	nt_eng	nt_idn	nt_pos	nt_comment	nt_pc	Concepticon_Gloss	Concepticon_ID	concept_url
the Seumalur 1912 list	1003	soedàgàr	NA	handeldrijven, handelen	to trade	berdagang	641	655	689	FALSE									TRADE	898	https://concepticon.clld.org/parameters/898
the Seumalur 1912 list	1004	njang avàn	NA	koopwaren	merchandise	barang dagangan	642	656	690	FALSE									MERCHANDISE	3406	https://concepticon.clld.org/parameters/3406
the Seumalur 1912 list	1005	dêloem	NA	naald	needle	jarum	-	657	691	FALSE									NEEDLE (FOR SEWING)	1382	https://concepticon.clld.org/parameters/1382
the Seumalur 1912 list	1007	ateune	NA	prijs	price	harga	643	658	693	FALSE									PRICE	657	https://concepticon.clld.org/parameters/657
the Seumalur 1912 list	1008	arkàt	NA	winst	profit	untung, laba	644	659	694	FALSE									BENEFIT	2929	https://concepticon.clld.org/parameters/2929
the Seumalur 1912 list	1009	roegi	NA	verlies, schade	loss	rugi	645	660	695	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Seumalur 1912 list	1010	bêlí	NA	kopen	to buy	membeli	646	661	696	FALSE									BUY	1869	https://concepticon.clld.org/parameters/1869
the Seumalur 1912 list	1011	máhàl	NA	duur	expensive	mahal	647	662	697	FALSE									EXPENSIVE	1426	https://concepticon.clld.org/parameters/1426
the Seumalur 1912 list	1012	moera atunè	NA	goedkoop	cheap	murah	648	663	698	FALSE									CHEAP	1887	https://concepticon.clld.org/parameters/1887
the Seumalur 1912 list	1013	oetàn	NA	schuld	debt	hutang	649	664	699	FALSE									DEBT	1914	https://concepticon.clld.org/parameters/1914
the Seumalur 1912 list	1014	bitjaro oetàn	NA	manen	to dun	menagih	650	665	700	FALSE									GATHER	7	https://concepticon.clld.org/parameters/7
the Seumalur 1912 list	1015	bajàr	NA	betalen	to pay	membayar	651	666	701	FALSE									PAY	718	https://concepticon.clld.org/parameters/718
the Seumalur 1912 list	1016	angavàn	NA	verkopen	to sell	menjual	652	667	702	FALSE									SELL	1571	https://concepticon.clld.org/parameters/1571
the Seumalur 1912 list	1017/1018	ali	NA	lenen <unsp.>	to borrow [ID_1017]; to lend to [ID_1018]	meminjam [ID_1017]; meminjamkan [ID_1018]	653	668	703	FALSE									BORROW	1823	https://concepticon.clld.org/parameters/1823
the Seumalur 1912 list	1019	mànsílilik	NA	ruilen	to exchange	menukar	654	669	704	FALSE									EXCHANGE	2509	https://concepticon.clld.org/parameters/2509
the Seumalur 1912 list	1020	tídau	NA	bieden	to offer	mempersembahkan	655	670	-	FALSE									DONATE	196	https://concepticon.clld.org/parameters/196
the Seumalur 1912 list	1021	galàr	NA	verpanden	to pawn	menggadaikan	656	671	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Seumalur 1912 list	1022	moetoetoe	NA	afdingen	to bargain	menawar	657	672	705	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Seumalur 1912 list	1025	dàtjing	66	schaal	a pair of scales	timbangan	659	673	-	FALSE			tibang	to weigh					SCALES (MEASURE INSTRUMENT)	2783	https://concepticon.clld.org/parameters/2783
the Seumalur 1912 list	1026	sí'oe	67	maten en gewichten (lengte)	measures and weights (length)	ukuran dan berat (panjang)	660	674	-	FALSE			sí'oe	from the elbow to the tip of the 3rd finger					LENGTH	2537	https://concepticon.clld.org/parameters/2537
the Seumalur 1912 list	1026	dêpa	67	maten en gewichten (lengte)	measures and weights (length)	ukuran dan berat (panjang)	660	674	-	FALSE			dêpa	when the arms are stretched sideways: the distance between the tips of the 3rd fingers					LENGTH	2537	https://concepticon.clld.org/parameters/2537
the Seumalur 1912 list	1026-1028	timbàng	68	maten en gewichten <unsp.>	measures and weights (length) [ID_1026]; measures and weights (mass) [ID_1027]; measures and weights (volume and capacity) [ID_1028]	ukuran dan berat (panjang) [ID_1026]; ukuran dan berat (berat) [ID_1027]; ukuran dan berat (isi dan kapasitas) [ID_1028]	660	674	-	FALSE							originally one used stones, rice , etc . to weigh the goods one wanted to barter. Gold was weighed using coins; for rice one used bamboo.		NA	NA	NA
the Seumalur 1912 list	1030	kàpàl prang	NA	schip (oorlog)	ship (warship)	kapal perang	661	675	-	FALSE									SHIP	740	https://concepticon.clld.org/parameters/740
the Seumalur 1912 list	1029/1030	kàpàl	69	schip <unsp.>	ship (trading vessel) [ID_1029]; ship (warship) [ID_1030]	kapal dagang [ID_1029]; kapal perang [ID_1030]	661	675	-	FALSE		originally: <unps.>, which should be <unsp.> (typo)	bênèn doewàng	the hold of a ship					SHIP	740	https://concepticon.clld.org/parameters/740
the Seumalur 1912 list	1029/1030	biloe	69	schip <unsp.>	ship (trading vessel) [ID_1029]; ship (warship) [ID_1030]	kapal dagang [ID_1029]; kapal perang [ID_1030]	661	675	-	FALSE		originally: <unps.>, which should be <unsp.> (typo)	bênèn doewàng	the hold of a ship					SHIP	740	https://concepticon.clld.org/parameters/740
the Seumalur 1912 list	1031	kàpàl ago'i	NA	stoomboot	steamboat	kapal uap	662	676	-	FALSE									BOAT	1844	https://concepticon.clld.org/parameters/1844
the Seumalur 1912 list	1032	sàmboh	NA	sloep	rowboat	kapal (sampan)	663	677	-	FALSE									BOAT	1844	https://concepticon.clld.org/parameters/1844
the Seumalur 1912 list	1033	djaloer	NA	prauw	proa, canoe	perahu	664	678	707	FALSE									CANOE	1970	https://concepticon.clld.org/parameters/1970
the Seumalur 1912 list	1035	tí'ang	NA	mast	mast	tiang perahu	665	679	709	FALSE									MAST	184	https://concepticon.clld.org/parameters/184
the Seumalur 1912 list	1037	lei'àl	NA	zeilen	to sail	berlayar	666	680	711	FALSE									SAIL	787	https://concepticon.clld.org/parameters/787
the Seumalur 1912 list	1038	amoerì	NA	roer	rudder, helm	kemudi	667	681	712	FALSE									RUDDER	108	https://concepticon.clld.org/parameters/108
the Seumalur 1912 list	1040	solàn	NA	(roei) riem, pagaai	oar, paddle	pengayuh	668	682	714	FALSE									OAR OR PADDLE	3318	https://concepticon.clld.org/parameters/3318
the Seumalur 1912 list	1041/1042	nia de'in	NA	schepper, scheppen <unsp.>	paddle [ID_1041]; to paddle [ID_1042]	pengayuh [ID_1041]; mengayuh [ID_1042]	670	684	-	FALSE									NA	NA	NA
the Seumalur 1912 list	1043	tàsoraní	NA	roeien	to row, to pull	mengayuh	669	683	715	TRUE	pull								ROW	1849	https://concepticon.clld.org/parameters/1849
the Seumalur 1912 list	1049	sau	NA	anker	anchor	sauh	671	685	-	FALSE									ANCHOR	1870	https://concepticon.clld.org/parameters/1870
the Seumalur 1912 list	1050	ràkki	NA	vlot	raft	rakit	672	686	721	FALSE									RAFT	1664	https://concepticon.clld.org/parameters/1664
the Seumalur 1912 list	1051	ana'oewàn	NA	haven	harbour	pelabuhan	673	687	-	FALSE									PORT	610	https://concepticon.clld.org/parameters/610
the Seumalur 1912 list	1052	matoemboe	NA	stranden, schipbreuklijden	to be wrecked	terdampar, kandas	676	691	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Seumalur 1912 list	1053	símaraboei	NA	zeerover	pirate	bajak laut	677	692	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Seumalur 1912 list	1058	manageuh	NA	mensenrover	kidnapper	penculik	678	693	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Seumalur 1912 list	1060	mamboeǐh	NA	loskopen	to ransom	menebus	680	695	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Seumalur 1912 list	1061	sèbàl	NA	groot	great, big	besar	682	697	726	TRUE	big								BIG	1202	https://concepticon.clld.org/parameters/1202
the Seumalur 1912 list	1062	sitoh	NA	klein	small	kecil	683	698	727	TRUE									SMALL	1246	https://concepticon.clld.org/parameters/1246
the Seumalur 1912 list	1063/1064	ataré	NA	lang <unsp.>	long (things) [ID_1063]; long (time) [ID_1064]	panjang [ID_1063]; lama [ID_1064]	684	699	728	FALSE									NA	NA	NA
the Seumalur 1912 list	1065/1066	awité	NA	kort <unsp.>	short (things) [ID_1065]; short (time) [ID_1066]	pendek [ID_1065]; singkat, pendek [ID_1066]	685	700	729	FALSE									NA	NA	NA
the Seumalur 1912 list	1067	matahoeo	NA	dik (van mens of dier)	big, fat	gemuk	686	701	730	TRUE	big								FAT (OBESE)	1279	https://concepticon.clld.org/parameters/1279
the Seumalur 1912 list	1068	movorrí	NA	dik (van een levenloos voorwerp)	thick	tebal	686	701	730	TRUE									THICK	1244	https://concepticon.clld.org/parameters/1244
the Seumalur 1912 list	1070	maníhí	NA	dun	thin	tipis	687	702	731	TRUE									FINE OR THIN	2157	https://concepticon.clld.org/parameters/2157
the Seumalur 1912 list	1071	mahênang	NA	mager	thin, meagre, skinny	kurus	689	706	732	TRUE	thin								THIN (SLIM)	1400	https://concepticon.clld.org/parameters/1400
the Seumalur 1912 list	1071	manong2	NA	mager	thin, meagre, skinny	kurus	689	706	732	TRUE	thin								THIN (SLIM)	1400	https://concepticon.clld.org/parameters/1400
the Seumalur 1912 list	1072-1074	lêmohné	NA	ver <unsp.>	fat (adj.) [ID_1072]; fat, grease (noun) [ID_1073]; greasy [ID_1074]	gemuk [ID_1072]; lemak [ID_1073]; berminyak, berlemak [ID_1074]	690	707	-	FALSE									FAR	1406	https://concepticon.clld.org/parameters/1406
the Seumalur 1912 list	1075	mache'nong	NA	slank van middel	slim	langsing	691	708	735	FALSE									THIN (SLIM)	1400	https://concepticon.clld.org/parameters/1400
the Seumalur 1912 list	1076	itò'²	NA	dwerg, dwergachtig	dwarf	orang katai	692	709	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Seumalur 1912 list	1079	mèró véro	NA	tam, mak	tame	jinak	-	703	738	FALSE									TAME	2838	https://concepticon.clld.org/parameters/2838
the Seumalur 1912 list	1080-1081	bêki	NA	wild, schuw <unsp.>	wild [ID_1080]; wary, shy, timid [ID_1081]	liar [ID_1080]; malu (takut), berhati-hati [ID_1081]	-	704	739	FALSE									NA	NA	NA
the Seumalur 1912 list	1082	a'eufeu	NA	verlegen, beschaamd	shy, ashamed	malu	-	705	740	FALSE									SHY OR ASHAMED	3805	https://concepticon.clld.org/parameters/3805
the Seumalur 1912 list	1083/1084	abacaha	NA	diep <unsp.>	deep (river) [ID_1083]; deep (dish) [ID_1084]	dalam (sungai) [ID_1083]; dalam (piring) [ID_1084]	693	710	741	FALSE									DEEP	1593	https://concepticon.clld.org/parameters/1593
the Seumalur 1912 list	1085/1086	avavouw	NA	ondiep <unspec.>	shallow (river) [ID_1085]; shallow (dish) [ID_1086]	dangkal (sungai) [ID_1085]; ceper, leper [ID_1086]	694	711	742	FALSE									SHALLOW	193	https://concepticon.clld.org/parameters/193
the Seumalur 1912 list	1087	hàtàs	NA	hoog	high	tinggi	695	712	743	FALSE									HIGH OR TALL	2790	https://concepticon.clld.org/parameters/2790
the Seumalur 1912 list	1088	ataloe	NA	laag	low	rendah	696	713	744	FALSE									LOW	721	https://concepticon.clld.org/parameters/721
the Seumalur 1912 list	1089	mètollok	NA	recht	straight	lurus	697	714	745	TRUE									STRAIGHT	1404	https://concepticon.clld.org/parameters/1404
the Seumalur 1912 list	1090	mè gé'o	NA	krom	crooked, bent	bengkok	698	715	746	FALSE									CROOKED	297	https://concepticon.clld.org/parameters/297
the Seumalur 1912 list	1096	malaja	NA	licht	light	ringan	722	739	752	FALSE									LIGHT (WEIGHT)	1052	https://concepticon.clld.org/parameters/1052
the Seumalur 1912 list	1097	eoemitín	NA	schuin	slanting, sloping	serong, miring	699	717	753	FALSE									SLANTED	3075	https://concepticon.clld.org/parameters/3075
the Seumalur 1912 list	1098	marung	NA	scherp	sharp	tajam	700	718	754	TRUE									SHARP	1396	https://concepticon.clld.org/parameters/1396
the Seumalur 1912 list	1101	matà'è	NA	hard	hard	keras	701	719	757	FALSE									HARD	1884	https://concepticon.clld.org/parameters/1884
the Seumalur 1912 list	1102	maralè	NA	week	weak	lembek, lemah	702	720	-	FALSE									WEAK	1601	https://concepticon.clld.org/parameters/1601
the Seumalur 1912 list	1104/1105	mànàs	NA	warm <unsp.>	warm (persons) [ID_1104]; warm (things) [ID_1105]	hangat [ID_1104]; hangat, panas [ID_1105]	703	721	759	FALSE									HOT OR WARM	2272	https://concepticon.clld.org/parameters/2272
the Seumalur 1912 list	1106/1107	marépun	NA	koud <unsp.>	cold (persons) [ID_1106]; cold (things) [ID_1107]	dingin [ID_1106]; dingin, sejuk [ID_1107]	704	722	760	FALSE									COLD	1287	https://concepticon.clld.org/parameters/1287
the Seumalur 1912 list	1109/1110	boelè	NA	rond <unsp.>	round, circular (as a stick) [ID_1109]; round, circular (as a dish) [ID_1110]	bundar (seperti tongkat) [ID_1109]; bundar (seperti piring) [ID_1110]	705	723	762	FALSE									ROUND	1395	https://concepticon.clld.org/parameters/1395
the Seumalur 1912 list	1112	ampet sage	NA	vierkant	square	persegi	706	724	763	FALSE									SQUARE	850	https://concepticon.clld.org/parameters/850
the Seumalur 1912 list	1113	abêlàk	NA	breed	broad	luas, lebar	707	725	764	FALSE									BROAD	2531	https://concepticon.clld.org/parameters/2531
the Seumalur 1912 list	1115	sàmpí	NA	nauw	narrow	sempit	709	726	766	TRUE									NARROW	1267	https://concepticon.clld.org/parameters/1267
the Seumalur 1912 list	1116	maloeloe	NA	ruim, wijd	wide	luas	710	727	767	TRUE									WIDE	1243	https://concepticon.clld.org/parameters/1243
the Seumalur 1912 list	1117	malí	NA	krachtig, sterk	strong	kokoh	711	728	768	FALSE									STRONG	785	https://concepticon.clld.org/parameters/785
the Seumalur 1912 list	1118	maleu	NA	zwak	weak	lemah	712	730	769	FALSE									WEAK	1601	https://concepticon.clld.org/parameters/1601
the Seumalur 1912 list	1119	brani	NA	dapper	brave, bold	perkasa, gagah	-	729	770	FALSE									BRAVE	3	https://concepticon.clld.org/parameters/3
the Seumalur 1912 list	1121	pànjagên	NA	lui	lazy	malas	-	731	772	FALSE									LAZY	1564	https://concepticon.clld.org/parameters/1564
the Seumalur 1912 list	1125	màta'a	NA	droog	dry	kering	713	732	776	TRUE									DRY	1398	https://concepticon.clld.org/parameters/1398
the Seumalur 1912 list	1127	abàsoe	NA	nat	wet	basah	714	733	778	TRUE									WET	1726	https://concepticon.clld.org/parameters/1726
the Seumalur 1912 list	1130	marí'in	NA	goed	good	baik, bagus	715	734	781	TRUE									GOOD	1035	https://concepticon.clld.org/parameters/1035
the Seumalur 1912 list	1132-1135	maré'in	NA	mooi <unsp.>	beautiful (persons) [ID_1132]; beautiful (male) [ID_1133]; beautiful (fem.) [ID_1134]; beautiful (things) [ID_1135]	elok [ID_1132]; tampan [ID_1133]; cantik [ID_1134]; indah, bagus [ID_1135]	716	735	783	FALSE									NA	NA	NA
the Seumalur 1912 list	1136-1139	ba'on maré'in	NA	lelijk <unsp.>	ugly (persons) [ID_1136]; ugly (male) [ID_1137]; ugly (female) [ID_1138]; ugly (things) [ID_1139]	buruk, jelek [ID_1136]; buruk, jelek [ID_1137]; buruk, jelek [ID_1138]; buruk, jelek [ID_1139]	717	736	784	FALSE									NA	NA	NA
the Seumalur 1912 list	1142	badoe urísìnè	NA	leeg	empty	kosong	719	737	787	FALSE									EMPTY	1624	https://concepticon.clld.org/parameters/1624
the Seumalur 1912 list	1143	isínè	NA	vol	full	penuh	720	738	788	TRUE									FULL	1429	https://concepticon.clld.org/parameters/1429
the Seumalur 1912 list	1146/1147	masonên	NA	vast <unsp.>	tightly bound [ID_1146]; tightly fitting [ID_1147]	terikat [ID_1146]; kencang, erat [ID_1147]	723	740	791	FALSE									NA	NA	NA
the Seumalur 1912 list	1148/1149	matoe'ei	NA	los <unsp.>	loose [ID_1148]; loosely fitting [ID_1149]	lepas [ID_1148]; longgar, kendur [ID_1149]	724	741	792	FALSE									LOOSE	2506	https://concepticon.clld.org/parameters/2506
the Seumalur 1912 list	1150	mêtoeha	NA	oud	old	tua	725	742	793	TRUE									OLD	1229	https://concepticon.clld.org/parameters/1229
the Seumalur 1912 list	1152	mêngoera	NA	jong	young	muda	726	743	795	FALSE									YOUNG	1207	https://concepticon.clld.org/parameters/1207
the Seumalur 1912 list	1153	avàloewai	NA	nieuw	new	baru	727	744	796	TRUE									NEW	1231	https://concepticon.clld.org/parameters/1231
the Seumalur 1912 list	1154	misìkin	NA	arm	poor	miskin	728	745	797	FALSE									POOR	1674	https://concepticon.clld.org/parameters/1674
the Seumalur 1912 list	1155	kajo	NA	welvarend	wealthy	kaya	729	746	798	FALSE									RICH	712	https://concepticon.clld.org/parameters/712
the Seumalur 1912 list	1156	linta'	NA	moe	tired	lelah	-	747	799	FALSE									TIRED	1757	https://concepticon.clld.org/parameters/1757
the Seumalur 1912 list	1159	bingon bingon	NA	dom	dumb	bodoh	732	750	802	FALSE									DUMB	1492	https://concepticon.clld.org/parameters/1492
the Seumalur 1912 list	1160	sêdì	NA	knap	clever	pandai	733	751	803	FALSE									CLEVER	1310	https://concepticon.clld.org/parameters/1310
the Seumalur 1912 list	1161	mamès	NA	zoet	sweet	manis	737	755	804	FALSE									SWEET	717	https://concepticon.clld.org/parameters/717
the Seumalur 1912 list	1162	masum	NA	zuur	sour	kecut, masam	738	756	805	FALSE									SOUR	1906	https://concepticon.clld.org/parameters/1906
the Seumalur 1912 list	1163	mai'êrèw	NA	bitter	bitter	pahit	739	757	806	FALSE									BITTER	887	https://concepticon.clld.org/parameters/887
the Seumalur 1912 list	1164	pekab	NA	samentrekkend	astringent	sepat	740	758	-	FALSE									ASTRINGENT	3837	https://concepticon.clld.org/parameters/3837
the Seumalur 1912 list	1166	masin	NA	zout, ziltig (bijvnw)	salty	asin	741	759	808	FALSE									SALTY	1091	https://concepticon.clld.org/parameters/1091
the Seumalur 1912 list	1167	oding	NA	wit	white	putih	742	760	809	TRUE									WHITE	1335	https://concepticon.clld.org/parameters/1335
the Seumalur 1912 list	1167	odung	NA	wit	white	putih	742	760	809	TRUE									WHITE	1335	https://concepticon.clld.org/parameters/1335
the Seumalur 1912 list	1168	mêtêm	NA	zwart	black	hitam	743	761	810	TRUE									BLACK	163	https://concepticon.clld.org/parameters/163
the Seumalur 1912 list	1169	awala	NA	rood	red	merah	744	762	811	TRUE									RED	156	https://concepticon.clld.org/parameters/156
the Seumalur 1912 list	1170	awala toeha	NA	bruin	brown	coklat	745	763	812	FALSE									BROWN	2409	https://concepticon.clld.org/parameters/2409
the Seumalur 1912 list	1171	koening	NA	geel	yellow	kuning	746	764	813	TRUE									YELLOW	1424	https://concepticon.clld.org/parameters/1424
the Seumalur 1912 list	1172	idjou	NA	blauw	blue	biru	747	765	814	FALSE									BLUE	837	https://concepticon.clld.org/parameters/837
the Seumalur 1912 list	1173	idjou oelong	NA	groen	green	hijau	748	766	815	TRUE									GREEN	1425	https://concepticon.clld.org/parameters/1425
the Seumalur 1912 list	1173	ajoe ajoe	NA	groen	green	hijau	748	766	815	TRUE									GREEN	1425	https://concepticon.clld.org/parameters/1425
the Seumalur 1912 list	1174	hawali	NA	zoeken	to look for	mencari	749	767	816	FALSE									LOOK FOR	1468	https://concepticon.clld.org/parameters/1468
the Seumalur 1912 list	1175	dàpè	NA	vinden	to find	menemukan	750	768	817	FALSE									FIND	719	https://concepticon.clld.org/parameters/719
the Seumalur 1912 list	1176	ba	NA	geven	to give	memberikan	751	769	818	TRUE	give								GIVE	1447	https://concepticon.clld.org/parameters/1447
the Seumalur 1912 list	1179	abè	NA	nemen	to take	mengambil	752	770	821	FALSE									TAKE	1749	https://concepticon.clld.org/parameters/1749
the Seumalur 1912 list	1180	abè	NA	halen	to get	pergi mengambil	755	773	822	FALSE									GET	694	https://concepticon.clld.org/parameters/694
the Seumalur 1912 list	1181	abè	NA	wegnemen, weghalen	to take away	mengangkat (pergi)	-	-	823	FALSE									CARRY IN HAND	412	https://concepticon.clld.org/parameters/412
the Seumalur 1912 list	1185	nirada	NA	vasthouden, vastpakken	to grip, to hold, to seize	memegang	-	-	827	TRUE	hold								HOLD	1448	https://concepticon.clld.org/parameters/1448
the Seumalur 1912 list	1187	ba	NA	maken, doen	to make, to do	membuat	-	-	829	FALSE									DO OR MAKE	2575	https://concepticon.clld.org/parameters/2575
the Seumalur 1912 list	1187	mêdi'in	NA	maken, doen	to make, to do	membuat	-	-	829	FALSE									DO OR MAKE	2575	https://concepticon.clld.org/parameters/2575
the Seumalur 1912 list	1189	glis	NA	wassen (van eetgerei)	to wash up (dishes, spoons, etc.)	mencuci (peralatan makanan)	-	-	831	FALSE									WASH	1453	https://concepticon.clld.org/parameters/1453
the Seumalur 1912 list	1190	glis	NA	wassen (van kleren)	to wash (clothes)	mencuci (pakaian)	-	-	832	FALSE									LAUNDER (WASH CLOTHES)	2503	https://concepticon.clld.org/parameters/2503
the Seumalur 1912 list	1191	glis	NA	zich het gezicht wassen	to wash (face)	mencuci (muka)	-	-	833	FALSE									WASH (ONESELF)	3371	https://concepticon.clld.org/parameters/3371
the Seumalur 1912 list	1192	glis	NA	zich het haar wassen	to wash (hair)	mencuci (rambut)	-	-	834	FALSE									WASH (ONESELF)	3371	https://concepticon.clld.org/parameters/3371
the Seumalur 1912 list	1193	nìruddêm	NA	kennen	to know	tahu, mengetahui kenal	753	771	835	TRUE	know, to								KNOW	3626	https://concepticon.clld.org/parameters/3626
the Seumalur 1912 list	1194	píkír	70	denken	to think	berpikir	150	155	836	TRUE	think, to		píkír				Lakun (L) and East <?> Seumalur (OS)		THINK	2271	https://concepticon.clld.org/parameters/2271
the Seumalur 1912 list	1195	na'oeila	71	weten	to know	tahu, mengetahui	151	156	837	TRUE	know, to		na'oeila				Lakun (L)		KNOW (SOMETHING)	1410	https://concepticon.clld.org/parameters/1410
the Seumalur 1912 list	1195	oeila	71	weten	to know	tahu, mengetahui	151	156	837	TRUE	know, to		oeila				East <?> Seumalur (OS)		KNOW (SOMETHING)	1410	https://concepticon.clld.org/parameters/1410
the Seumalur 1912 list	1196	rêdémèn	72	zich herinneren	to remember	mengingat, mengenang	152	157	838	FALSE			rêdémèn				Lakun (L)		REMEMBER	707	https://concepticon.clld.org/parameters/707
the Seumalur 1912 list	1196	rade'hnoegeuh	72	zich herinneren	to remember	mengingat, mengenang	152	157	838	FALSE			rade'hnoegeuh				East <?> Seumalur (OS)		REMEMBER	707	https://concepticon.clld.org/parameters/707
the Seumalur 1912 list	1197	malíboe	73	vergeten zijn	to have forgotten something	lupa	153	158	839	FALSE			malíboe				Lakun (L)		FORGET	1523	https://concepticon.clld.org/parameters/1523
the Seumalur 1912 list	1197	aliemboe	73	vergeten zijn	to have forgotten something	lupa	153	158	839	FALSE			aliemboe				East <?> Seumalur (OS)		FORGET	1523	https://concepticon.clld.org/parameters/1523
the Seumalur 1912 list	1198	badoe wàkoe	74	ontkennen	to deny	menyangkal	154	159	840	FALSE			badoe wàkoe				Lakun (L)		DENY	755	https://concepticon.clld.org/parameters/755
the Seumalur 1912 list	1198	iadeuh wàkoe	74	ontkennen	to deny	menyangkal	154	159	840	FALSE			iadeuh wàkoe				East <?> Seumalur (OS)		DENY	755	https://concepticon.clld.org/parameters/755
the Seumalur 1912 list	1199	wàkoe	NA	bekennen	to confess	mengaku	155	160	841	FALSE									ADMIT	2022	https://concepticon.clld.org/parameters/2022
the Seumalur 1912 list	1200	longkop baba	75	zwijgen	to be silent	diam	156	161	842	FALSE			longkop baba				Lakun (L)		BE SILENT	48	https://concepticon.clld.org/parameters/48
the Seumalur 1912 list	1200	oemeungeum	75	zwijgen	to be silent	diam	156	161	842	FALSE			oemeungeum				East <?> Seumalur (OS)		BE SILENT	48	https://concepticon.clld.org/parameters/48
the Seumalur 1912 list	1201	ma íto íto méla	76	prevelen	to mumble	komat-kamit	157	162	-	FALSE			ma íto íto méla				Lakun (L)		MUMBLE	128	https://concepticon.clld.org/parameters/128
the Seumalur 1912 list	1201	komé²	76	prevelen	to mumble	komat-kamit	157	162	-	FALSE			komé²				East <?> Seumalur (OS)		MUMBLE	128	https://concepticon.clld.org/parameters/128
the Seumalur 1912 list	1202	ling	77	spreken	to speak	berbicara	132	134	843	TRUE	speak		ling	language	basa		Lakun (L)		SPEAK	1623	https://concepticon.clld.org/parameters/1623
the Seumalur 1912 list	1202	oemédé	77	spreken	to speak	berbicara	132	134	843	TRUE	speak		oemédé				East <?> Seumalur (OS)		SPEAK	1623	https://concepticon.clld.org/parameters/1623
the Seumalur 1912 list	1203	kêmoedàng	78	zingen	to sing	bernyanyi	146	151	844	TRUE	sing		kêmoedàng				Lakun (L)		SING	1261	https://concepticon.clld.org/parameters/1261
the Seumalur 1912 list	1203	nanga²	78	zingen	to sing	bernyanyi	146	151	844	TRUE	sing		nanga²				East <?> Seumalur (OS)		SING	1261	https://concepticon.clld.org/parameters/1261
the Seumalur 1912 list	1206	ongàn	79	roepen	to call	memanggil	147	152	847	FALSE			ongàn				Lakun (L)		CALL	1084	https://concepticon.clld.org/parameters/1084
the Seumalur 1912 list	1206	feundoeeuh	79	roepen	to call	memanggil	147	152	847	FALSE			feundoeeuh				East <?> Seumalur (OS)		CALL	1084	https://concepticon.clld.org/parameters/1084
the Seumalur 1912 list	1208	da'i	NA	kunnen	to be able to	dapat, sanggup	754	772	849	FALSE									BE ABLE	972	https://concepticon.clld.org/parameters/972
the Seumalur 1912 list	1210	kàssa	NA	werken	to work	bekerja	756	774	851	TRUE	work								WORK (ACTIVITY)	1086	https://concepticon.clld.org/parameters/1086
the Seumalur 1912 list	1211	njàntja	NA	dragen (op de schouder)	to shoulder	memikul	130	132	852	FALSE									CARRY ON SHOULDER	413	https://concepticon.clld.org/parameters/413
the Seumalur 1912 list	1212	nísoel	NA	dragen (op het hoofd)	to carry on the head	menjunjung (di atas kepala)	130	132	852	FALSE		originally: menjujung (typo).							CARRY ON HEAD	414	https://concepticon.clld.org/parameters/414
the Seumalur 1912 list	1213	dígêbi	NA	dragen (aan de hangende hand)	to carry something hanging from the hand	menjinjing	130	132	852	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Seumalur 1912 list	1214	títi	NA	dragen (op de heup)	to carry on the hip	menggendong, mendukung	130	132	852	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Seumalur 1912 list	1215	titi mêtikin	NA	dragen (onder de oksel)	to carry under the arm	mengepit	-	132	852	FALSE									CARRY UNDER ARM	415	https://concepticon.clld.org/parameters/415
the Seumalur 1912 list	1211-1216/1220/1221	(m)ataha	NA	dragen <unsp.>	to shoulder [ID_1211]; to carry on the head [ID_1212]; to carry something hanging from the hand [ID_1213]; to carry on the hip [ID_1214]; to carry under the arm [ID_1215]; to carry in the hand [ID_1216]; to carry on the back [ID_1220]; to carry in front of oneself [ID_1221]	memikul [ID_1211]; menjunjung (di atas kepala) [ID_1212]; menjinjing [ID_1213]; menggendong, mendukung [ID_1214]; mengepit [ID_1215]; membawa (menggenggam) [ID_1216]; memikul (di punggung) [ID_1220]; menggendong di muka (memeluk) [ID_1221]	-	132	-	FALSE									NA	NA	NA
the Seumalur 1912 list	1222	avajoe	NA	waken	to wake, to watch	berjaga (dgn. sengaja tidak tidur)	757	775	853	FALSE									WAKE UP	1602	https://concepticon.clld.org/parameters/1602
the Seumalur 1912 list	1223	màta'oe	NA	wakker zijn	to be awake	bangun, terjaga, tidak tidur	757	775	-	FALSE									AWAKE	825	https://concepticon.clld.org/parameters/825
the Seumalur 1912 list	1224	avajoe	NA	bewaken	to guard, to watch	menjaga	757	775	854	FALSE									GUARD	1940	https://concepticon.clld.org/parameters/1940
the Seumalur 1912 list	1225	bêtung issi têhur	NA	loeren	to spy	mengintai	758	776	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
